33.6	30.5	33.4	33.4	35	35.4	37.4	40.4	40	63.7	60.3	61.8	58.7	67.3	61.1	66.5	68.1	65.2	75.9	71.2	66.3	76.5	66.8	77	67.2	77.7	64.1	60.3	62.3	57.1	60	55.9	59.4	62.7	54.1	13	11.2	10.2	7	5	7.1	5.9	0	5	2	35.1	37	63.6	76.2	69.3	48.2	
38.1	30	34.5	33	35.4	35	38.4	41.3	40.4	67.3	63.7	65.1	61.8	70.8	64.1	69.6	71.1	68.1	80.8	76.2	71.2	81.4	71.6	81.8	72.1	82.5	68.1	64.1	66.3	61.1	64.2	60	63.7	67.1	58.4	12	10	10.5	8.7	7.1	5	10.5	5	0	3	35.2	37.4	66.5	81.1	74.2	52.9	
35.4	30.2	33.8	33.2	35.1	35.2	37.7	40.7	40.1	65.1	61.6	63.1	59.9	68.7	62.3	67.7	69.3	66.3	77.8	73.2	68.3	78.5	68.7	78.9	69.2	79.6	65.7	61.8	63.9	58.7	61.6	57.5	61.1	64.5	55.8	12.4	10.5	10	7.3	5.4	5.9	7.7	2	3	0	35	37.1	64.7	78.1	71.2	50	
37.8	5.9	7.3	3.7	2	3	7.3	8.7	5.4	48.1	43.2	43.7	38.9	49.4	40	45.7	46.6	42.1	80.7	75.3	70.6	79.6	70	79.1	69.4	78.5	91.3	88.6	88.9	84.4	85.7	82.7	84.9	86.5	80.3	47.1	45.1	45	42.1	40.1	40.2	38.7	35.1	35.2	35	0	2.9	41.2	80.1	73.4	70.1	
37.3	8.7	6.5	6.5	2	5.4	5	5.9	3	45.8	40.8	41.3	36.5	46.9	37.4	43.1	43.9	39.4	79.4	74	69.3	78.2	68.7	77.7	68.1	77	91.9	89.2	89.4	85	86.1	83.3	85.3	86.7	80.8	49.3	47.3	47.1	44	42	42.3	40.4	37	37.4	37.1	2.9	0	38.5	78.8	72.2	70.3	
38.4	46.2	36.1	44.8	39.4	43.9	34	32.7	37.4	12.9	9.5	7.9	6	10.5	3	5	5.4	2	58	53.2	50	55.2	48.5	53.9	46.9	51.9	94.3	93.6	91.3	88.6	87.3	86.6	86.4	85.4	83.7	76.4	74.7	73.1	69.5	67.8	70.5	63.6	63.6	66.5	64.7	41.2	38.5	0	56.6	51.9	70.8	
45.1	81.8	72.9	82.5	78.2	83	74	75.1	79.8	43.9	47.5	48.8	52.5	47.7	54.5	53.2	54.7	58	2	5	10	2	10.2	4	10.8	7	58.7	61	56	56.7	52.4	55	51.5	47.5	52.5	83.9	83.3	80.4	77.7	77.2	82	71.9	76.2	81.1	78.1	80.1	78.8	56.6	0	7	42.5	
38.1	75	66.1	75.7	71.5	76.3	67.5	68.6	73.2	39.5	42.6	44.1	47.4	43.6	49.6	48.9	50.5	53.5	7.3	2	3	7.3	3.7	8.1	5	9.9	56	57.8	53.2	53.3	49.4	51.5	48.5	45	48.8	77.2	76.6	73.7	70.9	70.4	75.2	65	69.3	74.2	71.2	73.4	72.2	51.9	7	0	37.9	
35.4	68.7	64.1	70.8	68.8	72.2	67.3	69.7	72.7	62	62.3	64.2	64.8	67	67.8	70.2	72.2	72.7	41.1	39.1	36.1	43.9	37.8	45.4	39.5	47.7	23.6	23	20.7	18	16.8	16	15.9	16.5	13	50.3	50.5	47.6	46.1	46.6	51.5	42.4	48.2	52.9	50	70.1	70.3	70.8	42.5	37.9	0	
Time
0	38.1	30.9	39.4	36.1	40.4	33.4	35.4	39.1	33.6	31.7	33.6	32.4	38.1	35.4	39.3	41.3	40.4	45.2	40.1	35.1	45	35	45.1	35.1	45.3	58.6	57.1	55.8	52.3	52	50.3	51.1	51.5	47.5	44.3	43.1	40.7	37.3	36.1	40.4	30.9	33.6	38.1	35.4	37.8	37.3	38.4	45.1	38.1	35.4	
48.1	10	20.5	13	17.1	15	22.3	24.2	21.2	62.3	57.5	58.2	53.5	63.9	54.8	60.6	61.5	57.2	92.3	87	82.1	91.4	81.6	91.1	81.2	90.7	99.1	96.1	96.7	92.1	93.7	90.5	92.9	94.9	88.2	52	50	50.2	47.4	45.4	45	44.5	40.5	40	40.2	15.9	18.7	56.2	91.8	85	78.7	
40.9	20.5	10	20	15.4	20.2	14	17	18.7	51.8	47	47.7	43.2	53.5	44.5	50.4	51.4	47.3	83.4	78.1	73.3	82.3	72.7	81.9	72.1	81.2	95.8	93.3	93.3	88.9	89.9	87.2	89.1	90.5	84.7	56.1	54.2	53.6	50.4	48.4	49.3	46	43.4	44.5	43.8	17.3	16.5	46.1	82.9	76.1	74.1	
49.4	13	20	10	15.4	12	20.8	22.3	18.7	61.5	56.6	57.2	52.4	62.9	53.5	59.3	60.1	55.7	93	87.7	82.9	92	82.3	91.6	81.9	91.1	101.5	98.5	99.1	94.5	96	92.9	95.2	97	90.5	55	53	53.2	50.4	48.4	48	47.4	43.4	43	43.2	13.7	16.5	54.8	92.5	85.7	80.8	
46.1	17.1	15.4	15.4	10	15	15.4	17.1	15	56.1	51.3	51.8	47	57.5	48.1	53.9	54.8	50.4	88.8	83.4	78.7	87.7	78.1	87.2	77.5	86.5	100.2	97.5	97.7	93.3	94.5	91.6	93.7	95.2	89.1	57.3	55.3	55.1	52	50	50.4	48.4	45	45.4	45.1	12	12	49.4	88.2	81.5	78.8	
50.4	15	20.2	12	15	10	20.2	21.2	17.1	61	56.1	56.6	51.8	62.3	52.8	58.5	59.3	54.8	93.6	88.2	83.4	92.5	82.9	92	82.3	91.4	103.1	100.2	100.7	96.1	97.5	94.5	96.7	98.5	92.1	57	55	55.1	52.3	50.4	50	49.3	45.4	45	45.2	13	15.4	53.9	93	86.3	82.2	
43.4	22.3	14	20.8	15.4	20.2	10	13	15.9	50.8	46	46.5	41.7	52.1	42.7	48.5	49.4	45	84.7	79.3	74.7	83.4	74	82.9	73.3	82.1	99.2	96.8	96.7	92.4	93.3	90.7	92.4	93.7	88.1	60.1	58.1	57.6	54.3	52.3	53.2	50	47.4	48.4	47.7	17.3	15	44	84	77.5	77.3	
45.4	24.2	17	22.3	17.1	21.2	13	10	15	50.4	45.4	45.7	40.9	51.3	41.7	47.4	48.1	43.6	85.8	80.4	75.8	84.4	75	83.7	74.3	82.9	101.8	99.5	99.2	95	95.8	93.3	95	96.1	90.7	63	61	60.5	57.3	55.3	56.1	53	50.4	51.3	50.7	18.7	15.9	42.7	85.1	78.6	79.7	
49.1	21.2	18.7	18.7	15	17.1	15.9	15	10	55.3	50.4	50.7	45.7	56.1	46.5	52.1	52.8	48.1	90.5	85.1	80.4	89.1	79.7	88.5	79	87.7	104.4	101.8	101.9	97.5	98.5	95.8	97.7	99.1	93.3	62.3	60.3	60.1	57	55	55.3	53.3	50	50.4	50.1	15.4	13	47.4	89.8	83.2	82.7	
43.6	62.3	51.8	61.5	56.1	61	50.8	50.4	55.3	10	15	15.4	20.2	15	21.2	19.5	21.2	24.2	55.4	50.7	47.8	52.5	46.1	51.1	44.5	49.1	95.2	95	92.2	90	88.2	88	87.2	85.7	85	85.9	84.4	82.4	78.8	77.3	80.8	72.5	73.7	77.3	75.1	58.1	55.8	22.9	53.9	49.5	72	
41.7	57.5	47	56.6	51.3	56.1	46	45.4	50.4	15	10	12	15.4	17.1	17.1	18	20	21.2	58.8	53.9	50.7	56.1	49.1	54.9	47.6	53.1	95.6	95.2	92.7	90.2	88.7	88.2	87.7	86.5	85.2	82.7	81.1	79.3	75.7	74.1	77.3	69.5	70.3	73.7	71.6	53.2	50.8	19.5	57.5	52.6	72.3	
43.6	58.2	47.7	57.2	51.8	56.6	46.5	45.7	50.7	15.4	12	10	15	15.9	15.9	16	18	19.5	60.3	55.4	52.3	57.5	50.7	56.1	49.1	54.3	97.6	97.2	94.6	92.2	90.7	90.2	89.7	88.5	87.2	84.3	82.7	80.9	77.3	75.7	78.8	71.1	71.8	75.1	73.1	53.7	51.3	17.9	58.8	54.1	74.2	
42.4	53.5	43.2	52.4	47	51.8	41.7	40.9	45.7	20.2	15.4	15	10	20.5	13	17.9	19.5	18	63.9	58.8	55.4	61.3	53.9	60	52.5	58.3	98.3	97.6	95.4	92.7	91.4	90.7	90.5	89.6	87.7	81.3	79.7	78	74.4	72.7	75.7	68.4	68.7	71.8	69.9	48.9	46.5	16	62.5	57.4	74.8	
48.1	63.9	53.5	62.9	57.5	62.3	52.1	51.3	56.1	15	17.1	15.9	20.5	10	20	15.9	17.1	21.2	59.3	54.7	52.1	56.1	50.4	54.6	48.6	52.5	100.2	100	97.2	95	93.2	93	92.2	90.7	90	89.7	88.2	86.3	82.7	81.1	84.4	76.5	77.3	80.8	78.7	59.4	56.9	20.5	57.7	53.6	77	
45.4	54.8	44.5	53.5	48.1	52.8	42.7	41.7	46.5	21.2	17.1	15.9	13	20	10	15.9	17.1	15	65.9	61	57.7	63.2	56.1	61.9	54.6	60	101.3	100.6	98.3	95.6	94.4	93.7	93.4	92.5	90.7	83.8	82.2	80.5	76.9	75.2	78.1	71	71.1	74.1	72.3	50	47.4	13	64.5	59.6	77.8	
49.3	60.6	50.4	59.3	53.9	58.5	48.5	47.4	52.1	19.5	18	16	17.9	15.9	15.9	10	12	15.4	64.7	60	57.2	61.7	55.5	60.3	53.9	58.2	103.6	103.2	100.6	98.2	96.6	96.2	95.6	94.4	93.2	89.1	87.5	85.8	82.2	80.5	83.5	76.1	76.5	79.6	77.7	55.7	53.1	15	63.2	58.9	80.2	
51.3	61.5	51.4	60.1	54.8	59.3	49.4	48.1	52.8	21.2	20	18	19.5	17.1	17.1	12	10	15	66.3	61.7	58.9	63.2	57.2	61.7	55.5	59.5	105.6	105.2	102.6	100.2	98.6	98.2	97.6	96.4	95.2	90.8	89.1	87.4	83.8	82.2	85	77.8	78.1	81.1	79.3	56.6	53.9	15.4	64.7	60.5	82.2	
50.4	57.2	47.3	55.7	50.4	54.8	45	43.6	48.1	24.2	21.2	19.5	18	21.2	15	15.4	15	10	69.5	64.7	61.7	66.6	60	65.2	58.5	63.2	106.2	105.6	103.3	100.6	99.3	98.6	98.3	97.4	95.6	88.1	86.4	84.8	81.2	79.5	82.2	75.3	75.2	78.1	76.3	52.1	49.4	12	68	63.5	82.7	
55.2	92.3	83.4	93	88.8	93.6	84.7	85.8	90.5	55.4	58.8	60.3	63.9	59.3	65.9	64.7	66.3	69.5	10	15.4	20.2	14	20.8	16	21.7	19	66.8	69.2	64.2	65	60.7	63.3	59.8	55.7	60.9	93.3	92.8	89.9	87.2	86.7	91.6	81.4	85.9	90.8	87.8	90.7	89.4	68	12	17.3	51.1	
50.1	87	78.1	87.7	83.4	88.2	79.3	80.4	85.1	50.7	53.9	55.4	58.8	54.7	61	60	61.7	64.7	15.4	10	15	15.4	15.4	16.5	16.5	18.7	66.7	68.7	63.9	64.2	60.2	62.4	59.3	55.6	59.8	89.1	88.5	85.6	82.9	82.3	87.2	77	81.2	86.2	83.2	85.3	84	63.2	15	12	49.1	
45.1	82.1	73.3	82.9	78.7	83.4	74.7	75.8	80.4	47.8	50.7	52.3	55.4	52.1	57.7	57.2	58.9	61.7	20.2	15	10	20.2	12	20.8	14	22.3	65.1	66.7	62.3	62	58.4	60.2	57.5	54.2	57.5	84.4	83.7	80.9	78.1	77.5	82.3	72.1	76.3	81.2	78.3	80.6	79.3	60	20	13	46.1	
55	91.4	82.3	92	87.7	92.5	83.4	84.4	89.1	52.5	56.1	57.5	61.3	56.1	63.2	61.7	63.2	66.6	14	15.4	20.2	10	20	12	20.2	15	70.5	72.7	67.7	68.4	64.2	66.7	63.3	59.3	64.1	94.5	93.9	91	88.2	87.7	92.5	82.3	86.5	91.4	88.5	89.6	88.2	65.2	12	17.3	53.9	
45	81.6	72.7	82.3	78.1	82.9	74	75	79.7	46.1	49.1	50.7	53.9	50.4	56.1	55.5	57.2	60	20.8	15.4	12	20	10	20.2	12	21.2	67.1	68.6	64.2	63.9	60.3	62	59.4	56.1	59.3	85.1	84.4	81.6	78.7	78.1	82.9	72.7	76.8	81.6	78.7	80	78.7	58.5	20.2	13.7	47.8	
55.1	91.1	81.9	91.6	87.2	92	82.9	83.7	88.5	51.1	54.9	56.1	60	54.6	61.9	60.3	61.7	65.2	16	16.5	20.8	12	20.2	10	20	13	72.3	74.5	69.6	70.1	66	68.4	65.1	61.1	65.8	95.1	94.5	91.6	88.8	88.2	93	82.9	87	91.8	88.9	89.1	87.7	63.9	14	18.1	55.4	
45.1	81.2	72.1	81.9	77.5	82.3	73.3	74.3	79	44.5	47.6	49.1	52.5	48.6	54.6	53.9	55.5	58.5	21.7	16.5	14	20.2	12	20	10	20.5	69	70.5	66.1	65.8	62.3	63.9	61.3	58.1	61.1	85.8	85.1	82.3	79.3	78.7	83.4	73.3	77.2	82.1	79.2	79.4	78.1	56.9	20.8	15	49.5	
55.3	90.7	81.2	91.1	86.5	91.4	82.1	82.9	87.7	49.1	53.1	54.3	58.3	52.5	60	58.2	59.5	63.2	19	18.7	22.3	15	21.2	13	20.5	10	75	77.1	72.3	72.7	68.7	71	67.7	63.9	68.4	96.2	95.5	92.7	89.8	89.1	93.9	83.7	87.7	92.5	89.6	88.5	87	61.9	17	19.9	57.7	
68.6	99.1	95.8	101.5	100.2	103.1	99.2	101.8	104.4	95.2	95.6	97.6	98.3	100.2	101.3	103.6	105.6	106.2	66.8	66.7	65.1	70.5	67.1	72.3	69	75	10	15	13	17.1	17	18.7	18	21.2	21.2	71.8	72.7	70.1	70	71.1	75.2	68.3	74.1	78.1	75.7	101.3	101.9	104.3	68.7	66	33.6	
67.1	96.1	93.3	98.5	97.5	100.2	96.8	99.5	101.8	95	95.2	97.2	97.6	100	100.6	103.2	105.2	105.6	69.2	68.7	66.7	72.7	68.6	74.5	70.5	77.1	15	10	15.9	15	18.7	17	19.5	24.2	20	67.4	68.4	65.8	65.9	67.1	71.1	64.5	70.3	74.1	71.8	98.6	99.2	103.6	71	67.8	33	
65.8	96.7	93.3	99.1	97.7	100.7	96.7	99.2	101.9	92.2	92.7	94.6	95.4	97.2	98.3	100.6	102.6	103.3	64.2	63.9	62.3	67.7	64.2	69.6	66.1	72.3	13	15.9	10	15.4	14	16.5	15	18.7	18.7	70.5	71.3	68.6	68.4	69.4	73.7	66.5	72.3	76.3	73.9	98.9	99.4	101.3	66	63.2	30.7	
62.3	92.1	88.9	94.5	93.3	96.1	92.4	95	97.5	90	90.2	92.2	92.7	95	95.6	98.2	100.2	100.6	65	64.2	62	68.4	63.9	70.1	65.8	72.7	17.1	15	15.4	10	15.4	12	15.9	21.2	15	65.1	66	63.3	63	64.1	68.4	61.3	67.1	71.1	68.7	94.4	95	98.6	66.7	63.3	28	
62	93.7	89.9	96	94.5	97.5	93.3	95.8	98.5	88.2	88.7	90.7	91.4	93.2	94.4	96.6	98.6	99.3	60.7	60.2	58.4	64.2	60.3	66	62.3	68.7	17	18.7	14	15.4	10	15	11	15.9	15.9	68.9	69.7	66.9	66.4	67.4	71.8	64.1	70	74.2	71.6	95.7	96.1	97.3	62.4	59.4	26.8	
60.3	90.5	87.2	92.9	91.6	94.5	90.7	93.3	95.8	88	88.2	90.2	90.7	93	93.7	96.2	98.2	98.6	63.3	62.4	60.2	66.7	62	68.4	63.9	71	18.7	17	16.5	12	15	10	15.1	20.5	13	64.3	65.1	62.4	62	63	67.4	60	65.9	70	67.5	92.7	93.3	96.6	65	61.5	26	
61.1	92.9	89.1	95.2	93.7	96.7	92.4	95	97.7	87.2	87.7	89.7	90.5	92.2	93.4	95.6	97.6	98.3	59.8	59.3	57.5	63.3	59.4	65.1	61.3	67.7	18	19.5	15	15.9	11	15.1	10	15.4	15.4	68.6	69.3	66.5	66	66.9	71.3	63.6	69.4	73.7	71.1	94.9	95.3	96.4	61.5	58.5	25.9	
61.5	94.9	90.5	97	95.2	98.5	93.7	96.1	99.1	85.7	86.5	88.5	89.6	90.7	92.5	94.4	96.4	97.4	55.7	55.6	54.2	59.3	56.1	61.1	58.1	63.9	21.2	24.2	18.7	21.2	15.9	20.5	15.4	10	20	72.7	73.3	70.5	69.7	70.5	75	66.9	72.7	77.1	74.5	96.5	96.7	95.4	57.5	55	26.5	
57.5	88.2	84.7	90.5	89.1	92.1	88.1	90.7	93.3	85	85.2	87.2	87.7	90	90.7	93.2	95.2	95.6	60.9	59.8	57.5	64.1	59.3	65.8	61.1	68.4	21.2	20	18.7	15	15.9	13	15.4	20	10	63.2	63.9	61.1	60.6	61.5	66	58.3	64.1	68.4	65.8	90.3	90.8	93.7	62.5	58.8	23	
54.3	52	56.1	55	57.3	57	60.1	63	62.3	85.9	82.7	84.3	81.3	89.7	83.8	89.1	90.8	88.1	93.3	89.1	84.4	94.5	85.1	95.1	85.8	96.2	71.8	67.4	70.5	65.1	68.9	64.3	68.6	72.7	63.2	10	12	13.7	17.1	18.7	17	23.5	23	22	22.4	57.1	59.3	86.4	93.9	87.2	60.3	
53.1	50	54.2	53	55.3	55	58.1	61	60.3	84.4	81.1	82.7	79.7	88.2	82.2	87.5	89.1	86.4	92.8	88.5	83.7	93.9	84.4	94.5	85.1	95.5	72.7	68.4	71.3	66	69.7	65.1	69.3	73.3	63.9	12	10	13	15.9	17.1	15	22.3	21.2	20	20.5	55.1	57.3	84.7	93.3	86.6	60.5	
50.7	50.2	53.6	53.2	55.1	55.1	57.6	60.5	60.1	82.4	79.3	80.9	78	86.3	80.5	85.8	87.4	84.8	89.9	85.6	80.9	91	81.6	91.6	82.3	92.7	70.1	65.8	68.6	63.3	66.9	62.4	66.5	70.5	61.1	13.7	13	10	13.7	15.4	15.9	19.9	20.2	20.5	20	55	57.1	83.1	90.4	83.7	57.6	
47.3	47.4	50.4	50.4	52	52.3	54.3	57.3	57	78.8	75.7	77.3	74.4	82.7	76.9	82.2	83.8	81.2	87.2	82.9	78.1	88.2	78.7	88.8	79.3	89.8	70	65.9	68.4	63	66.4	62	66	69.7	60.6	17.1	15.9	13.7	10	12	15.4	16.5	17	18.7	17.3	52.1	54	79.5	87.7	80.9	56.1	
46.1	45.4	48.4	48.4	50	50.4	52.3	55.3	55	77.3	74.1	75.7	72.7	81.1	75.2	80.5	82.2	79.5	86.7	82.3	77.5	87.7	78.1	88.2	78.7	89.1	71.1	67.1	69.4	64.1	67.4	63	66.9	70.5	61.5	18.7	17.1	15.4	12	10	15	15.4	15	17.1	15.4	50.1	52	77.8	87.2	80.4	56.6	
50.4	45	49.3	48	50.4	50	53.2	56.1	55.3	80.8	77.3	78.8	75.7	84.4	78.1	83.5	85	82.2	91.6	87.2	82.3	92.5	82.9	93	83.4	93.9	75.2	71.1	73.7	68.4	71.8	67.4	71.3	75	66	17	15	15.9	15.4	15	10	20.2	17.1	15	15.9	50.2	52.3	80.5	92	85.2	61.5	
40.9	44.5	46	47.4	48.4	49.3	50	53	53.3	72.5	69.5	71.1	68.4	76.5	71	76.1	77.8	75.3	81.4	77	72.1	82.3	72.7	82.9	73.3	83.7	68.3	64.5	66.5	61.3	64.1	60	63.6	66.9	58.3	23.5	22.3	19.9	16.5	15.4	20.2	10	15.9	20.5	17.7	48.7	50.4	73.6	81.9	75	52.4	
43.6	40.5	43.4	43.4	45	45.4	47.4	50.4	50	73.7	70.3	71.8	68.7	77.3	71.1	76.5	78.1	75.2	85.9	81.2	76.3	86.5	76.8	87	77.2	87.7	74.1	70.3	72.3	67.1	70	65.9	69.4	72.7	64.1	23	21.2	20.2	17	15	17.1	15.9	10	15	12	45.1	47	73.6	86.2	79.3	58.2	
48.1	40	44.5	43	45.4	45	48.4	51.3	50.4	77.3	73.7	75.1	71.8	80.8	74.1	79.6	81.1	78.1	90.8	86.2	81.2	91.4	81.6	91.8	82.1	92.5	78.1	74.1	76.3	71.1	74.2	70	73.7	77.1	68.4	22	20	20.5	18.7	17.1	15	20.5	15	10	13	45.2	47.4	76.5	91.1	84.2	62.9	
45.4	40.2	43.8	43.2	45.1	45.2	47.7	50.7	50.1	75.1	71.6	73.1	69.9	78.7	72.3	77.7	79.3	76.3	87.8	83.2	78.3	88.5	78.7	88.9	79.2	89.6	75.7	71.8	73.9	68.7	71.6	67.5	71.1	74.5	65.8	22.4	20.5	20	17.3	15.4	15.9	17.7	12	13	10	45	47.1	74.7	88.1	81.2	60	
47.8	15.9	17.3	13.7	12	13	17.3	18.7	15.4	58.1	53.2	53.7	48.9	59.4	50	55.7	56.6	52.1	90.7	85.3	80.6	89.6	80	89.1	79.4	88.5	101.3	98.6	98.9	94.4	95.7	92.7	94.9	96.5	90.3	57.1	55.1	55	52.1	50.1	50.2	48.7	45.1	45.2	45	10	12.9	51.2	90.1	83.4	80.1	
47.3	18.7	16.5	16.5	12	15.4	15	15.9	13	55.8	50.8	51.3	46.5	56.9	47.4	53.1	53.9	49.4	89.4	84	79.3	88.2	78.7	87.7	78.1	87	101.9	99.2	99.4	95	96.1	93.3	95.3	96.7	90.8	59.3	57.3	57.1	54	52	52.3	50.4	47	47.4	47.1	12.9	10	48.5	88.8	82.2	80.3	
48.4	56.2	46.1	54.8	49.4	53.9	44	42.7	47.4	22.9	19.5	17.9	16	20.5	13	15	15.4	12	68	63.2	60	65.2	58.5	63.9	56.9	61.9	104.3	103.6	101.3	98.6	97.3	96.6	96.4	95.4	93.7	86.4	84.7	83.1	79.5	77.8	80.5	73.6	73.6	76.5	74.7	51.2	48.5	10	66.6	61.9	80.8	
55.1	91.8	82.9	92.5	88.2	93	84	85.1	89.8	53.9	57.5	58.8	62.5	57.7	64.5	63.2	64.7	68	12	15	20	12	20.2	14	20.8	17	68.7	71	66	66.7	62.4	65	61.5	57.5	62.5	93.9	93.3	90.4	87.7	87.2	92	81.9	86.2	91.1	88.1	90.1	88.8	66.6	10	17	52.5	
48.1	85	76.1	85.7	81.5	86.3	77.5	78.6	83.2	49.5	52.6	54.1	57.4	53.6	59.6	58.9	60.5	63.5	17.3	12	13	17.3	13.7	18.1	15	19.9	66	67.8	63.2	63.3	59.4	61.5	58.5	55	58.8	87.2	86.6	83.7	80.9	80.4	85.2	75	79.3	84.2	81.2	83.4	82.2	61.9	17	10	47.9	
45.4	78.7	74.1	80.8	78.8	82.2	77.3	79.7	82.7	72	72.3	74.2	74.8	77	77.8	80.2	82.2	82.7	51.1	49.1	46.1	53.9	47.8	55.4	49.5	57.7	33.6	33	30.7	28	26.8	26	25.9	26.5	23	60.3	60.5	57.6	56.1	56.6	61.5	52.4	58.2	62.9	60	80.1	80.3	80.8	52.5	47.9	10	
Real Cost
0	38.1	30.9	39.4	36.1	40.4	33.4	35.4	39.1	33.6	31.7	33.6	32.4	38.1	35.4	39.3	41.3	40.4	45.2	40.1	35.1	45	35	45.1	35.1	45.3	58.6	57.1	55.8	52.3	52	50.3	51.1	51.5	47.5	44.3	43.1	40.7	37.3	36.1	40.4	30.9	33.6	38.1	35.4	37.8	37.3	38.4	45.1	38.1	35.4	
38.1	0	10.5	3	7.1	5	12.3	14.2	11.2	52.3	47.5	48.2	43.5	53.9	44.8	50.6	51.5	47.2	82.3	77	72.1	81.4	71.6	81.1	71.2	80.7	89.1	86.1	86.7	82.1	83.7	80.5	82.9	84.9	78.2	42	40	40.2	37.4	35.4	35	34.5	30.5	30	30.2	5.9	8.7	46.2	81.8	75	68.7	
30.9	10.5	0	10	5.4	10.2	4	7	8.7	41.8	37	37.7	33.2	43.5	34.5	40.4	41.4	37.3	73.4	68.1	63.3	72.3	62.7	71.9	62.1	71.2	85.8	83.3	83.3	78.9	79.9	77.2	79.1	80.5	74.7	46.1	44.2	43.6	40.4	38.4	39.3	36	33.4	34.5	33.8	7.3	6.5	36.1	72.9	66.1	64.1	
39.4	3	10	0	5.4	2	10.8	12.3	8.7	51.5	46.6	47.2	42.4	52.9	43.5	49.3	50.1	45.7	83	77.7	72.9	82	72.3	81.6	71.9	81.1	91.5	88.5	89.1	84.5	86	82.9	85.2	87	80.5	45	43	43.2	40.4	38.4	38	37.4	33.4	33	33.2	3.7	6.5	44.8	82.5	75.7	70.8	
36.1	7.1	5.4	5.4	0	5	5.4	7.1	5	46.1	41.3	41.8	37	47.5	38.1	43.9	44.8	40.4	78.8	73.4	68.7	77.7	68.1	77.2	67.5	76.5	90.2	87.5	87.7	83.3	84.5	81.6	83.7	85.2	79.1	47.3	45.3	45.1	42	40	40.4	38.4	35	35.4	35.1	2	2	39.4	78.2	71.5	68.8	
40.4	5	10.2	2	5	0	10.2	11.2	7.1	51	46.1	46.6	41.8	52.3	42.8	48.5	49.3	44.8	83.6	78.2	73.4	82.5	72.9	82	72.3	81.4	93.1	90.2	90.7	86.1	87.5	84.5	86.7	88.5	82.1	47	45	45.1	42.3	40.4	40	39.3	35.4	35	35.2	3	5.4	43.9	83	76.3	72.2	
33.4	12.3	4	10.8	5.4	10.2	0	3	5.9	40.8	36	36.5	31.7	42.1	32.7	38.5	39.4	35	74.7	69.3	64.7	73.4	64	72.9	63.3	72.1	89.2	86.8	86.7	82.4	83.3	80.7	82.4	83.7	78.1	50.1	48.1	47.6	44.3	42.3	43.2	40	37.4	38.4	37.7	7.3	5	34	74	67.5	67.3	
35.4	14.2	7	12.3	7.1	11.2	3	0	5	40.4	35.4	35.7	30.9	41.3	31.7	37.4	38.1	33.6	75.8	70.4	65.8	74.4	65	73.7	64.3	72.9	91.8	89.5	89.2	85	85.8	83.3	85	86.1	80.7	53	51	50.5	47.3	45.3	46.1	43	40.4	41.3	40.7	8.7	5.9	32.7	75.1	68.6	69.7	
39.1	11.2	8.7	8.7	5	7.1	5.9	5	0	45.3	40.4	40.7	35.7	46.1	36.5	42.1	42.8	38.1	80.5	75.1	70.4	79.1	69.7	78.5	69	77.7	94.4	91.8	91.9	87.5	88.5	85.8	87.7	89.1	83.3	52.3	50.3	50.1	47	45	45.3	43.3	40	40.4	40.1	5.4	3	37.4	79.8	73.2	72.7	
33.6	52.3	41.8	51.5	46.1	51	40.8	40.4	45.3	0	5	5.4	10.2	5	11.2	9.5	11.2	14.2	45.4	40.7	37.8	42.5	36.1	41.1	34.5	39.1	85.2	85	82.2	80	78.2	78	77.2	75.7	75	75.9	74.4	72.4	68.8	67.3	70.8	62.5	63.7	67.3	65.1	48.1	45.8	12.9	43.9	39.5	62	
31.7	47.5	37	46.6	41.3	46.1	36	35.4	40.4	5	0	2	5.4	7.1	7.1	8	10	11.2	48.8	43.9	40.7	46.1	39.1	44.9	37.6	43.1	85.6	85.2	82.7	80.2	78.7	78.2	77.7	76.5	75.2	72.7	71.1	69.3	65.7	64.1	67.3	59.5	60.3	63.7	61.6	43.2	40.8	9.5	47.5	42.6	62.3	
33.6	48.2	37.7	47.2	41.8	46.6	36.5	35.7	40.7	5.4	2	0	5	5.9	5.9	6	8	9.5	50.3	45.4	42.3	47.5	40.7	46.1	39.1	44.3	87.6	87.2	84.6	82.2	80.7	80.2	79.7	78.5	77.2	74.3	72.7	70.9	67.3	65.7	68.8	61.1	61.8	65.1	63.1	43.7	41.3	7.9	48.8	44.1	64.2	
32.4	43.5	33.2	42.4	37	41.8	31.7	30.9	35.7	10.2	5.4	5	0	10.5	3	7.9	9.5	8	53.9	48.8	45.4	51.3	43.9	50	42.5	48.3	88.3	87.6	85.4	82.7	81.4	80.7	80.5	79.6	77.7	71.3	69.7	68	64.4	62.7	65.7	58.4	58.7	61.8	59.9	38.9	36.5	6	52.5	47.4	64.8	
38.1	53.9	43.5	52.9	47.5	52.3	42.1	41.3	46.1	5	7.1	5.9	10.5	0	10	5.9	7.1	11.2	49.3	44.7	42.1	46.1	40.4	44.6	38.6	42.5	90.2	90	87.2	85	83.2	83	82.2	80.7	80	79.7	78.2	76.3	72.7	71.1	74.4	66.5	67.3	70.8	68.7	49.4	46.9	10.5	47.7	43.6	67	
